"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PBI^B","Pitney Bowes Inc.","26.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pbi^b",
"PJT$","PJT Partners Inc.","28.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pjt$",
"PAA","Plains All American Pipeline, L.P.","29.8","$11.85B","1998","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/paa",
"PAGP","Plains Group Holdings, L.P.","18.06","$10.95B","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/pagp",
"PLNT","Planet Fitness, Inc.","17.65","$1.74B","2015","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/plnt",
"PLT","Plantronics, Inc.","51.21","$1.8B","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/plt",
"PAH","Platform Specialty Products Corporation","14.78","$3.12B","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/pah",
"PCL","Plum Creek Timber Company, Inc.","39.91","$6.97B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pcl",
"PGEM","Ply Gem Holdings, Inc.","13.04","$886.52M","2013","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/pgem",
"PNC","PNC Financial Services Group, Inc. (The)","87.95","$45.17B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pnc",
"PNC.WS","PNC Financial Services Group, Inc. (The)","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnc.ws",
"PNC^P","PNC Financial Services Group, Inc. (The)","27.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnc^p",
"PNC^Q","PNC Financial Services Group, Inc. (The)","24.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnc^q",
"PNM","PNM Resources, Inc. (Holding Co.)","26.25","$2.09B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pnm",
"PII","Polaris Industries Inc.","120.29","$7.96B","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/pii",
"POL","PolyOne Corporation","30.42","$2.7B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/pol",
"POR","Portland General Electric Company","35.7","$3.17B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/por",
"PKX","POSCO","36","$11.52B","1994","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/pkx",
"POST","Post Holdings, Inc.","67.89","$3.72B","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/post",
"PPS","Post Properties, Inc.","58.98","$3.22B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pps",
"PPS^A","Post Properties, Inc.","65.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pps^a",
"POT","Potash Corporation of Saskatchewan Inc.","20.96","$17.5B","1989","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/pot",
"POWR","PowerSecure International, Inc","12.27","$275.53M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/powr",
"PPG","PPG Industries, Inc.","89.94","$24.35B","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/ppg",
"PPX","PPL Capital Funding, Inc.","25.33","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ppx",
"PPL","PPL Corporation","31.08","$20.82B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ppl",
"PYS","PPlus Trust","25.5","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pys",
"PYT","PPlus Trust","20.004","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pyt",
"PX","Praxair, Inc.","100.64","$28.83B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/px",
"PCP","Precision Castparts Corporation","229.12","$31.5B","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/pcp",
"PDS","Precision Drilling Corporation","3.71","$1.09B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pds",
"APTS","Preferred Apartment Communities, Inc.","10.93","$243.71M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/apts",
"PJS","Preferred Plus Trust Ser QWS 2 Tr Ctf","26.9","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pjs",
"PGI","Premiere Global Services, Inc.","13.74","$643.15M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pgi",
"PGND","Press Ganey Holdings, Inc.","31.55","$1.66B","2015","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/pgnd",
"PBH","Prestige Brand Holdings, Inc.","47.76","$2.52B","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbh",
"PVG","Pretium Resources, Inc.","5.42","$723.37M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pvg",
"PRI","Primerica, Inc.","43","$2.13B","2010","Finance","Life Insurance","http://www.nasdaq.com/symbol/pri",
"PPP","Primero Mining Corp","2.34","$380.16M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ppp",
"PFG","Principal Financial Group Inc","47.57","$14.02B","2001","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/pfg",
"PGZ","Principal Real Estate Income Fund","17.3467","$119.69M","2013","n/a","n/a","http://www.nasdaq.com/symbol/pgz",
"PVTD","PrivateBancorp, Inc.","27.0401","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtd",
"PRA","ProAssurance Corporation","49.46","$2.65B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pra",
"PG","Procter & Gamble Company (The)","70.26","$190.58B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/pg",
"PGR","Progressive Corporation (The)","30.68","$17.98B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pgr",
"BIN","Progressive Waste Solutions Ltd.","26.97","$2.95B","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/bin",
"PLD","ProLogis, Inc.","38.44","$20.15B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pld",
"PRO","PROS Holdings, Inc.","23.91","$708.42M","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/pro",
"PB","Prosperity Bancshares, Inc.","48.56","$3.4B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pb",
"PL^C","Protective Life Corporation","26.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pl^c",
"PL^E","Protective Life Corporation","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pl^e",
"PRLB","Proto Labs, Inc.","68.32","$1.79B","2012","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/prlb",
"PFS","Provident Financial Services, Inc","19.23","$1.26B","2003","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pfs",
"PFK","Prudential Financial, Inc.","25.4399","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pfk",
"PJH","Prudential Financial, Inc.","25.45","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pjh",
"PRH","Prudential Financial, Inc.","25.4","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/prh",
"PRU","Prudential Financial, Inc.","76.23","$34.38B","2001","Finance","Life Insurance","http://www.nasdaq.com/symbol/pru",
"GHY","Prudential Global Short Duration High Yield Fund, Inc.","14.1","$577.03M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ghy",
"PUK","Prudential Public Limited Company","41.68","$53.58B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","25.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","25.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^a",
"ISD","Prudential Short Duration High Yield Fund, Inc.","14.75","$490.54M","2012","n/a","n/a","http://www.nasdaq.com/symbol/isd",
"PSB","PS Business Parks, Inc.","78.01","$2.1B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psb",
"PSB^R.CL","PS Business Parks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^r.cl",
"PSB^S","PS Business Parks, Inc.","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^s",
"PSB^T","PS Business Parks, Inc.","25.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^t",
"PSB^U","PS Business Parks, Inc.","23.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^u",
"PSB^V","PS Business Parks, Inc.","23.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^v",
"TLK","PT Telekomunikasi Indonesia, Tbk","36.13","$17.74B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tlk",
"PEG","Public Service Enterprise Group Incorporated","39.94","$20.2B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/peg",
"PSA","Public Storage","208.4","$36.05B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa",
"PSA^A","Public Storage","25.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^a",
"PSA^P.CL","Public Storage","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^p.cl",
"PSA^Q","Public Storage","25.42","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^q",
"PSA^R","Public Storage","25.66","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^r",
"PSA^S","Public Storage","25.34","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^s",
"PSA^T","Public Storage","24.98","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^t",
"PSA^U","Public Storage","25.16","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^u",
"PSA^V","Public Storage","24.39","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^v",
"PSA^W","Public Storage","23.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^w",
"PSA^X","Public Storage","24.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^x",
"PSA^Y","Public Storage","26.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^y",
"PSA^Z","Public Storage","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^z",
"PHM","PulteGroup, Inc.","19.54","$6.89B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/phm",
"PBYI","Puma Biotechnology Inc","88.27","$2.85B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbyi",
"PCF","Putnam High Income Bond Fund","7.32","$125.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcf",
"PMM","Putnam Managed Municipal Income Trust","7.16","$413.08M","1989","n/a","n/a","http://www.nasdaq.com/symbol/pmm",
"PIM","Putnam Master Intermediate Income Trust","4.55","$298.89M","1988","n/a","n/a","http://www.nasdaq.com/symbol/pim",
"PMO","Putnam Municipal Opportunities Trust","11.91","$510.75M","1993","n/a","n/a","http://www.nasdaq.com/symbol/pmo",
"PPT","Putnam Premier Income Trust","4.97","$705.86M","1988","n/a","n/a","http://www.nasdaq.com/symbol/ppt",
"PVH","PVH Corp.","108.81","$8.98B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/pvh",
"PZN","Pzena Investment Management Inc","8.11","$537.28M","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/pzn",
"QTWO","Q2 Holdings, Inc.","28.79","$1.07B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qtwo",
"QEP","QEP Resources, Inc.","12.22","$2.16B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qep",
"QIHU","Qihoo 360 Technology Co. Ltd.","48.18","$6.21B","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/qihu",
"QTS","QTS Realty Trust, Inc.","43.06","$1.76B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/qts",
"QUAD","Quad Graphics, Inc","12.94","$641.93M","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/quad",
"KWR","Quaker Chemical Corporation","76.4","$1.02B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kwr",
"NX","Quanex Building Products Corporation","18.65","$632.55M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","23.73","$4.67B","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/pwr",
"QTM","Quantum Corporation","0.81","$212.09M","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/qtm",
"DGX","Quest Diagnostics Incorporated","66.06","$9.48B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/dgx",
"STR","Questar Corporation","18.95","$3.33B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/str",
"Q","Quintiles Transitional Holdings Inc.","76.01","$9.33B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/q",
"CTQ","Qwest Corporation","25.71","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctq",
"CTU","Qwest Corporation","26.25","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctu",
"CTV","Qwest Corporation","25.868","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctv",
"CTW","Qwest Corporation","25.97","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctw",
"CTX","Qwest Corporation","26.15","$3.28B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctx",
"CTY","Qwest Corporation","24.31","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","24.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ctz",
"RAX","Rackspace Hosting, Inc","28.56","$4.07B","2008","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rax",
"RDN","Radian Group Inc.","16.51","$3.44B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rdn",
"RAS","RAIT Financial Trust","5.58","$507.2M","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ras",
"RAS^A","RAIT Financial Trust","19.9999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^a",
"RAS^B","RAIT Financial Trust","20.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^b",
"RAS^C","RAIT Financial Trust","22.0744","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^c",
"RFT","RAIT Financial Trust","22.02","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rft",
"RFTA","RAIT Financial Trust","23","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rfta",
"RL","Ralph Lauren Corporation","108.07","$9.26B","1997","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/rl",
"RPT","Ramco-Gershenson Properties Trust","15.31","$1.21B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpt",
"RPT^D","Ramco-Gershenson Properties Trust","56.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpt^d",
"RRC","Range Resources Corporation","34.65","$5.87B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rrc",
"RJD","Raymond James Financial, Inc.","26.48","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjd",
"RJF","Raymond James Financial, Inc.","49.55","$7.13B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjf",
"RYAM","Rayonier Advanced Materials Inc.","6.4","$274.46M","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ryam",
"RYN","Rayonier Inc.","22.5","$2.83B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ryn",
"RTN","Raytheon Company","104.77","$31.8B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtn",
"RCAP","RCS CAPITAL CORPORATION","1.27","$98.17M","2013","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rcap",
"RMAX","RE/MAX Holdings, Inc.","37.13","$457.78M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/rmax",
"RLD","RealD Inc","9.72","$494.96M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rld",
"RLGY","Realogy Holdings Corp.","39.49","$5.79B","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/rlgy",
"O","Realty Income Corporation","47.33","$11.12B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/o",
"O^F","Realty Income Corporation","25.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/o^f",
"RHT","Red Hat, Inc.","73.25","$13.44B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","8.31","$166.42M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rlh",
"RLH^A","Red Lion Hotels Corporation","26.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlh^a",
"RWT","Redwood Trust, Inc.","14.48","$1.22B","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rwt",
"RBC","Regal Beloit Corporation","59.34","$2.66B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/rbc",
"RGC","Regal Entertainment Group","18.05","$2.82B","2002","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rgc",
"REG","Regency Centers Corporation","62.08","$5.85B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/reg",
"REG^F","Regency Centers Corporation","25.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^f",
"REG^G","Regency Centers Corporation","24.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^g",
"RM","Regional Management Corp.","15.99","$206.17M","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","8.95","$11.86B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","26.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^b",
"RGS","Regis Corporation","12.68","$672.01M","1991","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rgs",
"RGA","Reinsurance Group of America, Incorporated","90.56","$6.02B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","27.97","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rza",
"RS","Reliance Steel & Aluminum Co.","53.94","$3.96B","1994","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/rs",
"RENX","RELX N.V.","15.65","$11.94B","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/renx",
"RELX","RELX PLC","16.37","$4.94B","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/relx",
"RNR","RenaissanceRe Holdings Ltd.","105.41","$4.84B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rnr",
"RNR^C","RenaissanceRe Holdings Ltd.","25.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^c",
"RNR^E","RenaissanceRe Holdings Ltd.","24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^e",
"SOL","Renesola Ltd.","0.986","$100.46M","2008","Technology","Semiconductors","http://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","3.01","$1.03B","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/renn",
"RNF","Rentech Nitrogen Partners, L.P.","12.84","$499.83M","2011","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rnf",
"RSG","Republic Services, Inc.","40.89","$14.27B","1998","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/rsg",
"RMD","ResMed Inc.","49.74","$6.99B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","0.51","$39.53M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ren           ",
"RFP","Resolute Forest Products Inc.","8.8","$804.46M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/rfp",
"RSO","Resource Capital Corp.","13.71","$459.93M","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rso",
"RSO^A","Resource Capital Corp.","19.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^a",
"RSO^B","Resource Capital Corp.","18.729","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^b",
"RSO^C","Resource Capital Corp.","19.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^c",
"QSR","Restaurant Brands International Inc.","37.61","$7.61B","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/qsr",
"RH","Restoration Hardware Holdings Inc.","101.31","$4.07B","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/rh",
"RPAI","Retail Properties of America, Inc.","14.1","$3.34B","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpai",
"RPAI^A","Retail Properties of America, Inc.","25.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpai^a",
"REV","Revlon, Inc.","31.16","$1.63B","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"REX","REX American Resources Corporation","51.35","$354.58M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rex",
"REXR","Rexford Industrial Realty, Inc.","13.58","$754.09M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rexr",
"RXN","Rexnord Corporation","18.16","$1.82B","2012","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RAI","Reynolds American Inc","42.94","$122.73B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/rai",
"RNO","Rhino Resource Partners LP","0.81","$23.57M","2010","Energy","Coal Mining","http://www.nasdaq.com/symbol/rno",
"RICE","Rice Energy Inc.","17.66","$2.41B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rice",
"RMP","Rice Midstream Partners LP","13.49","$775.77M","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/rmp",
"RNG","Ringcentral, Inc.","18.91","$1.33B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","33.54","$61.25B","2002","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","26.33","$2.82B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","7","$7.1B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/rad",
"RLI","RLI Corp.","55.15","$2.38B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","26.41","$3.45B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rlj",
"RRTS","Roadrunner Transportation Systems, Inc","19.32","$739.29M","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","51.15","$6.88B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"ROK","Rockwell Automation, Inc.","101.4","$13.6B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","81.35","$10.72B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/col",
"RCI","Rogers Communication, Inc.","34.45","$13.86B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","52.72","$983.56M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","27.86","$6.09B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","153.34","$15.44B","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rop",
"RRMS","Rose Rock Midstream, L.P.","26.76","$984.51M","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/rrms",
"RST","Rosetta Stone","6.67","$145.01M","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rst",
"RNDY","Roundy&#39;s, Inc.","2.49","$122.98M","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/rndy",
"RSE","Rouse Properties, Inc.","15.72","$911.86M","2011","Finance","Real Estate","http://www.nasdaq.com/symbol/rse",
"RDC","Rowan Companies plc","16.27","$2.03B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rdc",
"RY","Royal Bank Of Canada","53.73","$77.54B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ry",
"RBS","Royal Bank Scotland plc (The)","9.52","$54.65B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs",
"RBS^E","Royal Bank Scotland plc (The)","24.9","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^e",
"RBS^F","Royal Bank Scotland plc (The)","25.39","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^f",
"RBS^G","Royal Bank Scotland plc (The)","24.89","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^g",
"RBS^H","Royal Bank Scotland plc (The)","25.36","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^h",
"RBS^I","Royal Bank Scotland plc (The)","25.27","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^i",
"RBS^L","Royal Bank Scotland plc (The)","24.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^l",
"RBS^R","Royal Bank Scotland plc (The)","24.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^r",
"RBS^S","Royal Bank Scotland plc (The)","25.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^s",
"RBS^T","Royal Bank Scotland plc (The)","25.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^t",
"RCL","Royal Caribbean Cruises Ltd.","93.72","$20.61B","1993","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rds.a",
